GeneID,value
ENSMUSG00000035042,302.649211711712
ENSMUSG00000061100,-15.7359234234234
ENSMUSG00000075602,34.9071649774775
ENSMUSG00000040026,27.8421311936937
ENSMUSG00000049723,-20.068482545045
ENSMUSG00000019987,-9.69770551801802
ENSMUSG00000025498,18.9011120495495
ENSMUSG00000034855,9.40540540540541
ENSMUSG00000035692,25.8633164414414
ENSMUSG00000075010,65.6273226351351
ENSMUSG00000022126,7.88027871621622
ENSMUSG00000079363,7.41744087837838
ENSMUSG00000054072,7.16061373873874
ENSMUSG00000029417,6.73845720720721
ENSMUSG00000024675,6.86366835585586
ENSMUSG00000041481,6.41518862612613
ENSMUSG00000035186,6.14710022522523
ENSMUSG00000046031,7.92067849099099
ENSMUSG00000034459,6.3046875
ENSMUSG00000040950,-2.70509572072072
ENSMUSG00000040809,-2.62556306306306
ENSMUSG00000041827,5.14196227477477
ENSMUSG00000024397,14.6689189189189
ENSMUSG00000028270,20.622606981982
ENSMUSG00000078853,6.19024493243243
ENSMUSG00000047222,-2.00992398648649
ENSMUSG00000045932,4.39893018018018
ENSMUSG00000020641,9.90287162162162
ENSMUSG00000020826,3.36416103603604
ENSMUSG00000105504,3.38436092342342
ENSMUSG00000033355,5.0152027027027
ENSMUSG00000020407,3.44918355855856
ENSMUSG00000018927,-21.4094876126126
ENSMUSG00000074896,2.91821509009009
ENSMUSG00000024164,3.34410191441441
ENSMUSG00000026712,-2.28681024774775
ENSMUSG00000054203,2.40406813063063
ENSMUSG00000022587,12.025830518018
ENSMUSG00000028238,-6.31545608108108
ENSMUSG00000073555,3.14146959459459
ENSMUSG00000030560,9.47747747747748
ENSMUSG00000040264,1.93806306306306
ENSMUSG00000026193,-0.936655405405405
ENSMUSG00000040483,3.85993806306306
ENSMUSG00000070427,7.97093186936937
ENSMUSG00000030789,-1.11338682432432
ENSMUSG00000006818,17.0262528153153
ENSMUSG00000030142,2.32017173423423
ENSMUSG00000023959,1.81095157657658
ENSMUSG00000068245,2.42300112612613
ENSMUSG00000024990,-0.810740427927928
ENSMUSG00000091649,4.30257601351351
ENSMUSG00000028268,2.50211148648649
ENSMUSG00000027611,1.96009290540541
ENSMUSG00000043263,3.02428209459459
ENSMUSG00000078920,2.8745777027027
ENSMUSG00000020638,1.73198198198198
ENSMUSG00000024677,2.10261824324324
ENSMUSG00000029561,2.88203828828829
ENSMUSG00000039699,1.86831362612613
ENSMUSG00000022901,2.58431869369369
ENSMUSG00000034438,1.86169763513514
ENSMUSG00000037805,-15.0884712837838
ENSMUSG00000032661,1.7808277027027
ENSMUSG00000053113,1.55581362612613
ENSMUSG00000024401,1.65793918918919
ENSMUSG00000022586,1.31165540540541
ENSMUSG00000025790,1.32207207207207
ENSMUSG00000017652,3.06179617117117
ENSMUSG00000037849,1.55102759009009
ENSMUSG00000015947,4.04659346846847
ENSMUSG00000040253,2.05327984234234
ENSMUSG00000066363,1.25689752252252
ENSMUSG00000000386,1.43292511261261
ENSMUSG00000090942,1.28892173423423
ENSMUSG00000032487,1.26323198198198
ENSMUSG00000053931,1.45368806306306
ENSMUSG00000020053,-7.17595720720721
ENSMUSG00000026536,3.1542088963964
ENSMUSG00000060550,3.13654279279279
ENSMUSG00000027514,4.12239583333333
ENSMUSG00000021025,7.17891328828829
ENSMUSG00000029322,1.19883164414414
ENSMUSG00000044703,1.22494369369369
ENSMUSG00000073491,1.06869369369369
ENSMUSG00000032554,-2.8198902027027
ENSMUSG00000046879,2.29413006756757
ENSMUSG00000019122,-15.7359938063063
ENSMUSG00000037405,2.14949324324324
ENSMUSG00000026104,3.31806024774775
ENSMUSG00000030107,2.78512105855856
ENSMUSG00000018899,3.76794763513514
ENSMUSG00000053318,3.19932432432432
ENSMUSG00000060044,-0.489653716216216
ENSMUSG00000020689,-0.616131756756757
ENSMUSG00000026875,1.48993524774775
ENSMUSG00000015852,-1.05004222972973
ENSMUSG00000047945,1.35501126126126
ENSMUSG00000010358,2.09001970720721
ENSMUSG00000025492,30.0536317567568
ENSMUSG00000052749,0.898507882882883
ENSMUSG00000039899,6.80482826576577
ENSMUSG00000044701,0.976492117117117
ENSMUSG00000073409,1.1615990990991
ENSMUSG00000050071,-0.45777027027027
ENSMUSG00000052270,0.854659346846847
ENSMUSG00000078763,0.854025900900901
ENSMUSG00000021591,8.02625281531532
ENSMUSG00000000318,-0.741342905405405
ENSMUSG00000034641,-2.34234234234234
ENSMUSG00000026981,2.16131756756757
ENSMUSG00000039236,1.12204391891892
ENSMUSG00000060675,2.09670608108108
ENSMUSG00000032359,15.3926661036036
ENSMUSG00000029648,-0.417300112612613
ENSMUSG00000024772,3.93327702702703
ENSMUSG00000073412,11.9420045045045
ENSMUSG00000029084,0.858530405405405
ENSMUSG00000028037,0.754786036036036
ENSMUSG00000062515,-2.35212556306306
ENSMUSG00000037321,3.03068693693694
ENSMUSG00000029304,-40.1387246621622
ENSMUSG00000018796,1.80876970720721
ENSMUSG00000001020,-3.93278434684685
ENSMUSG00000078616,0.735782657657658
ENSMUSG00000038213,1.34543918918919
ENSMUSG00000030921,2.37865990990991
ENSMUSG00000029798,1.45439189189189
ENSMUSG00000025591,1.9432713963964
ENSMUSG00000054676,1.3170045045045
ENSMUSG00000023206,0.81348536036036
ENSMUSG00000079339,0.687077702702703
ENSMUSG00000030717,4.94481981981982
ENSMUSG00000056091,2.37929335585586
ENSMUSG00000041736,33.0064048423423
ENSMUSG00000068129,4.72262105855856
ENSMUSG00000021477,-26.2656953828829
ENSMUSG00000079419,3.29370777027027
ENSMUSG00000037868,-0.430532094594595
ENSMUSG00000039997,1.41300675675676
ENSMUSG00000073242,-0.483741554054054
ENSMUSG00000050777,-1.07369087837838
ENSMUSG00000060586,11.443482545045
ENSMUSG00000016496,5.46896114864865
ENSMUSG00000001270,-4.60339245495496
ENSMUSG00000035352,1.4629786036036
