Network,Annotation
MyList,WP163|Cytoplasmic Ribosomal Proteins|-33.2;R-MMU-156827|L13a-mediated translational silencing of Ceruloplasmin expression|-31.9;R-MMU-72706|GTP hydrolysis and joining of the 60S ribosomal subunit|-31.7
